region,week,week_of_year,rainfall_anomaly,monsoon_phase,festival_intensity,sev_dengue,sev_malaria,sev_flu,sev_diarrhoeal,sev_respiratory,sev_typhoid,sev_chikungunya,sev_leptospirosis,date
West,75,24,0.745,monsoon,0.5,0.055,0.151,0.0,0.631,0.006,0.0,0.035,0.301,2024-06-10
West,76,25,0.652,monsoon,0.5,0.066,0.274,0.0,0.671,0.011,0.011,0.0,0.412,2024-06-17
West,77,26,0.617,monsoon,0.0,0.306,0.269,0.0,0.669,0.0,0.005,0.053,0.557,2024-06-24
West,78,27,0.827,monsoon,0.0,0.137,0.338,0.0,0.723,0.007,0.031,0.06,0.692,2024-07-01
West,79,28,0.846,monsoon,0.0,0.178,0.428,0.0,0.668,0.0,0.0,0.017,0.789,2024-07-08
West,80,29,0.894,monsoon,0.0,0.242,0.517,0.021,0.636,0.001,0.001,0.05,0.856,2024-07-15
West,81,30,0.843,monsoon,0.0,0.319,0.58,0.039,0.715,0.052,0.0,0.061,0.913,2024-07-22
West,82,31,0.771,monsoon,0.0,0.388,0.622,0.0,0.583,0.0,0.01,0.107,0.91,2024-07-29
West,83,32,0.767,monsoon,0.0,0.504,0.585,0.034,0.58,0.077,0.022,0.161,0.781,2024-08-05
West,84,33,0.805,monsoon,0.0,0.673,0.601,0.046,0.524,0.025,0.0,0.211,0.682,2024-08-12
West,85,34,0.834,monsoon,0.1,0.714,0.581,0.015,0.463,0.014,0.034,0.311,0.609,2024-08-19
West,86,35,0.82,monsoon,0.1,0.814,0.502,0.003,0.387,0.025,0.0,0.399,0.447,2024-08-26
West,87,36,0.623,monsoon,1.0,0.898,0.488,0.055,0.344,0.049,0.005,0.404,0.26,2024-09-02
West,88,37,0.419,monsoon,1.0,0.957,0.388,0.016,0.383,0.047,0.022,0.504,0.215,2024-09-09
West,89,38,0.498,monsoon,1.0,0.985,0.274,0.044,0.288,0.111,0.022,0.485,0.148,2024-09-16
West,90,39,0.423,post-monsoon,0.0,0.972,0.244,0.0,0.239,0.085,0.02,0.856,0.06,2024-09-23
West,91,40,0.334,post-monsoon,0.0,1.015,0.145,0.037,0.154,0.198,0.314,0.42,0.072,2024-09-30
West,92,41,0.326,post-monsoon,0.7,0.945,0.117,0.025,0.152,0.23,0.0,0.41,0.0,2024-10-07
West,93,42,0.184,post-monsoon,0.7,0.856,0.088,0.051,0.149,0.21,0.046,0.307,0.0,2024-10-14
West,94,43,0.165,post-monsoon,1.0,0.768,0.006,0.015,0.072,0.321,0.0,0.234,0.033,2024-10-21
West,95,44,0.097,post-monsoon,1.0,0.679,0.013,0.074,0.146,0.345,0.059,0.148,0.013,2024-10-28
West,96,45,0.085,post-monsoon,1.0,0.651,0.037,0.0,0.019,0.43,0.0,0.156,0.001,2024-11-04
West,97,46,0.216,post-monsoon,0.0,0.551,0.0,0.01,0.001,0.505,0.0,0.048,0.0,2024-11-11
West,98,47,-0.009,winter,0.0,0.396,0.0,0.049,0.039,0.563,0.0,0.062,0.0,2024-11-18
West,99,48,0.023,winter,0.0,0.387,0.028,0.017,0.0,0.609,0.031,0.043,0.001,2024-11-25
West,100,49,0.117,winter,0.0,0.287,0.329,0.005,0.005,0.582,0.025,0.025,0.0,2024-12-02
West,101,50,-0.08,winter,0.0,0.202,0.013,0.006,0.033,0.587,0.0,0.017,0.008,2024-12-09
West,102,51,-0.098,winter,0.4,0.124,0.0,0.009,0.028,0.597,0.0,0.0,0.011,2024-12-16
West,103,52,-0.017,winter,0.4,0.106,0.026,0.0,0.044,0.571,0.016,0.0,0.033,2024-12-23
West,104,1,0.125,winter,0.5,0.07,0.0,0.003,0.019,0.525,0.025,0.01,0.0,2024-12-30
West,105,2,0.032,winter,0.5,0.036,0.0,0.046,0.0,0.496,0.001,0.0,0.008,2025-01-06
West,106,3,-0.077,winter,0.5,0.003,0.0,0.0,0.0,0.428,0.0,0.0,0.0,2025-01-13
West,107,4,-0.005,winter,0.0,0.061,0.0,0.0,0.0,0.34,0.057,0.0,0.0,2025-01-20
West,108,5,-0.037,winter,0.0,0.0,0.0,0.0,0.041,0.307,0.024,0.028,0.0,2025-01-27
West,109,6,-0.115,winter,0.0,0.027,0.045,0.034,0.041,0.234,0.0,0.0,0.0,2025-02-03
West,110,7,-0.02,winter,0.0,0.011,0.013,0.0,0.043,0.179,0.012,0.008,0.028,2025-02-10
West,111,8,0.043,winter,0.0,0.0,0.0,0.0,0.015,0.131,0.04,0.004,0.009,2025-02-17
West,112,9,0.041,winter,0.0,0.033,0.0,0.0,0.108,0.061,0.027,0.018,0.042,2025-02-24
West,113,10,0.117,winter,0.0,0.0,0.008,0.0,0.054,0.089,0.0,0.012,0.356,2025-03-03
West,114,11,0.052,winter,0.7,0.0,0.0,0.0,0.093,0.058,0.0,0.0,0.03,2025-03-10
West,115,12,0.064,winter,0.7,0.008,0.0,0.0,0.146,0.074,0.0,0.0,0.0,2025-03-17
West,116,13,0.038,winter,0.7,0.026,0.0,0.0,0.16,0.054,0.0,0.0,0.0,2025-03-24
West,117,14,0.188,winter,0.6,0.0,0.011,0.014,0.225,0.078,0.0,0.027,0.016,2025-03-31
West,118,15,0.002,pre-monsoon,0.6,0.0,0.012,0.033,0.257,0.009,0.004,0.007,0.004,2025-04-07
West,119,16,0.139,pre-monsoon,0.0,0.0,0.0,0.034,0.279,0.0,0.032,0.0,0.005,2025-04-14
West,120,17,0.197,pre-monsoon,0.0,0.0,0.0,0.0,0.329,0.012,0.0,0.0,0.011,2025-04-21
West,121,18,0.266,pre-monsoon,0.0,0.002,0.0,0.012,0.389,0.0,0.006,0.0,0.042,2025-04-28
West,122,19,0.201,pre-monsoon,0.0,0.0,0.071,0.0,0.415,0.037,0.0,0.0,0.035,2025-05-05
West,123,20,0.316,pre-monsoon,0.0,0.0,0.016,0.007,0.466,0.0,0.0,0.031,0.075,2025-05-12
West,124,21,0.349,pre-monsoon,0.0,0.042,0.059,0.002,0.555,0.0,0.005,0.0,0.106,2025-05-19
West,125,22,0.49,pre-monsoon,0.0,0.007,0.105,0.0,0.553,0.022,0.016,0.0,0.359,2025-05-26
West,126,23,0.484,pre-monsoon,0.5,0.062,0.116,0.0,0.637,0.0,0.0,0.023,0.234,2025-06-02
West,127,24,0.663,monsoon,0.5,0.033,0.18,0.0,0.676,0.346,0.0,0.0,0.311,2025-06-09
West,128,25,0.533,monsoon,0.5,0.049,0.246,0.0,0.696,0.0,0.0,0.011,0.402,2025-06-16
West,129,26,0.768,monsoon,0.0,0.073,0.313,0.005,0.676,0.0,0.0,0.003,0.575,2025-06-23
West,130,27,0.703,monsoon,0.0,0.09,0.411,0.0,0.687,0.437,0.005,0.001,0.669,2025-06-30
West,131,28,0.776,monsoon,0.0,0.185,0.435,0.0,0.702,0.0,0.0,0.04,0.793,2025-07-07
West,132,29,0.861,monsoon,0.0,0.291,0.53,0.0,0.682,0.0,0.015,0.01,0.873,2025-07-14
West,133,30,0.891,monsoon,0.0,0.334,0.549,0.031,0.624,0.038,0.018,0.052,0.901,2025-07-21
West,134,31,0.96,monsoon,0.0,0.467,0.569,0.023,0.599,0.0,0.0,0.134,0.867,2025-07-28
West,135,32,0.754,monsoon,0.0,0.49,0.627,0.001,0.589,0.0,0.0,0.336,0.785,2025-08-04
West,136,33,0.743,monsoon,0.0,0.596,0.595,0.0,0.508,0.0,0.0,0.227,0.672,2025-08-11
West,137,34,0.876,monsoon,0.1,0.743,0.55,0.014,0.486,0.001,0.018,0.307,0.553,2025-08-18
West,138,35,0.709,monsoon,0.1,0.801,0.499,0.0,0.407,0.025,0.016,0.366,0.43,2025-08-25
West,139,36,0.48,monsoon,1.0,0.939,0.456,0.0,0.396,0.013,0.016,0.436,0.267,2025-09-01
West,140,37,0.345,monsoon,1.0,0.952,0.376,0.0,0.33,0.08,0.032,0.511,0.196,2025-09-08
West,141,38,0.477,monsoon,1.0,0.985,0.32,0.015,0.282,0.094,0.021,0.486,0.078,2025-09-15
West,142,39,0.413,post-monsoon,0.0,0.994,0.22,0.006,0.221,0.126,0.0,0.479,0.061,2025-09-22
West,143,40,0.351,post-monsoon,0.0,1.007,0.194,0.007,0.228,0.135,0.027,0.397,0.0,2025-09-29
West,144,41,0.266,post-monsoon,0.7,0.904,0.119,0.0,0.142,0.224,0.0,0.372,0.019,2025-10-06
West,145,42,0.238,post-monsoon,0.7,0.84,0.12,0.02,0.152,0.255,0.0,0.268,0.0,2025-10-13
West,146,43,0.057,post-monsoon,1.0,0.802,0.033,0.017,0.057,0.318,0.003,0.211,0.023,2025-10-20
West,147,44,0.187,post-monsoon,1.0,0.69,0.045,0.0,0.108,0.405,0.005,0.172,0.0,2025-10-27
West,148,45,-0.018,post-monsoon,1.0,0.665,0.026,0.0,0.058,0.405,0.005,0.126,0.0,2025-11-03
West,149,46,0.166,post-monsoon,0.0,0.459,0.0,0.022,0.01,0.44,0.0,0.052,0.0,2025-11-10
West,150,47,0.139,winter,0.0,0.371,0.0,0.0,0.07,0.521,0.0,0.05,0.0,2025-11-17
West,151,48,0.028,winter,0.0,0.324,0.012,0.043,0.066,0.528,0.0,0.0,0.01,2025-11-24
West,152,49,0.028,winter,0.0,0.258,0.04,0.0,0.0,0.625,0.017,0.0,0.009,2025-12-01
West,153,50,-0.033,winter,0.0,0.202,0.0,0.013,0.029,0.633,0.033,0.017,0.0,2025-12-08
West,154,51,0.091,winter,0.4,0.085,0.015,0.0,0.0,0.612,0.0,0.0,0.0,2025-12-15
West,155,52,0.05,winter,0.4,0.11,0.004,0.0,0.012,0.541,0.024,0.005,0.0,2025-12-22
